Id,SalePrice
2658,144376.8610375106
2718,158864.13656226537
2414,206938.54143629342
1989,106760.4178013776
625,176721.06253572242
333,92602.6838135808
1327,105526.85168826311
858,154986.289207456
95,190920.9672709643
1568,166145.29889823467
2482,162243.9061563815
1364,119638.79742377094
2584,154547.56688203596
818,266135.63956014963
2673,155243.2447896504
2089,118858.75327932274
1297,141083.02164417887
790,119007.35766741101
2616,192520.68844601215
720,185405.60701100182
222,149205.03127222433
557,133428.7103205348
1148,198915.5531093678
2766,178175.92358967825
534,188035.30637470147
1452,126230.05903570811
630,125017.77802502082
2648,116016.62829679878
125,154376.61302507008
1904,64284.541360270014
1670,112132.25479271397
756,98470.72787692734
717,211144.1464718008
1032,163277.96027946554
852,216132.54823377653
1731,171161.77765730562
2639,120654.00928531407
2071,92435.56445296548
1267,121384.02356428998
1851,198439.78130930656
567,161460.35579207924
2439,203234.9352241746
1898,149732.18907582047
647,181813.2096294704
2256,224490.60214746353
979,100199.04622989609
1444,223497.76198569412
2485,120466.69345166016
157,128338.40316419807
88,120144.89245846702
2003,112121.47041563469
186,203259.94462981244
1425,243226.96873508676
2695,125288.77729389578
738,91092.52928351687
395,156949.76928249933
1353,161282.35364559785
1878,142049.31772262068
390,165743.95157096654
1456,241697.32397638302
1103,315736.75460544415
1387,120519.92289663092
2070,142037.27344998423
1199,182309.7344410403
2479,176354.23184318852
501,302843.9317331558
2362,98108.8832629769
1718,207487.19944542937
2188,84383.07460881374
1483,158514.68308393666
2557,85337.82215817875
437,342854.7861861987
2224,188472.73380851836
1628,172240.50158378825
397,138086.92271177005
587,192610.40075145572
971,137619.43655966228
2611,144319.8297229429
1887,103516.35441035272
2399,332415.3506536623
2148,203227.83043851174
304,119776.97019941355
1997,126325.03309408852
2817,114974.1387345788
1431,194637.02340172886
427,321510.82165051904
263,129538.36179578389
598,174523.54912966528
2895,225691.77501446195
687,135304.6923323323
1822,134505.14967361992
2191,112833.13674057557
179,119475.20630999998
1009,213195.37458806438
2010,122760.3503924096
1991,135314.51682343328
1411,178424.61723264403
1721,226724.6222971804
1144,191435.86855994762
593,217732.44853465605
575,299999.151347352
1249,168262.04969757533
1604,121894.68225603609
1064,435939.72800390434
1923,156836.30199367527
1988,106299.20996286896
2325,172310.8183889665
114,207585.93696558205
2700,161936.26618141608
217,131649.89568867488
343,168782.26679582873
386,234226.964050827
2005,109383.30082730971
2908,137493.55106338067
1814,237648.41226571688
2446,435430.10254938924
208,131527.02548496815
1679,102388.51496695162
822,309344.6424599353
6,193793.3797630863
1781,368183.9917920957
2397,264952.9568727721
2340,283102.6364073587
1618,169429.7086507108
2843,131420.02619928363
1061,342650.12178483815
2786,128266.3757329535
1935,135281.82718300523
1341,114029.94619629541
521,268656.6687936385
2136,137620.6156760235
996,196869.01167331895
227,146835.72442093425
135,177235.07854682856
1167,163870.0930672633
294,220712.25102323998
1776,200648.95375766445
540,171735.09744896178
1717,205461.4086974538
2303,130593.79355550744
116,192034.98905062914
127,137577.90574431053
1371,134298.51641571152
1014,141295.52719765244
1507,106191.00094349294
702,116341.28162170634
750,145612.83702999336
261,160459.56261881054
1559,70160.18152907518
577,215163.59105586287
2812,199064.65134718467
2080,161206.56774167746
1368,105223.01382628574
2376,127655.27979233474
659,109619.53830679032
1235,136016.95104016745
332,82485.92350205524
