Id,SalePrice
2658,129352.70133172299
2718,180969.5120192932
2414,199426.0180221748
1989,130003.48641796195
625,183691.01701962517
333,131112.96943732136
1327,129388.7593744817
858,162130.57777815792
95,178227.590193625
1568,168045.1923622226
2482,172769.366929358
1364,138635.4476415595
2584,161802.3353489206
818,245718.06694566997
2673,141373.45624608736
2089,140214.0111675781
1297,156884.60040779
790,140468.10354045368
2616,188165.16670338393
720,173890.2048795986
222,165895.49501987913
557,155349.9051991136
1148,188044.1761653721
2766,183921.3853403988
534,177356.6914152749
1452,144526.63776880747
630,151164.85681336225
2648,122196.9873305196
125,168401.56059759835
1904,97350.84197107036
1670,138039.6170731941
756,126497.10016115624
717,171033.92935245976
1032,170254.27412507075
852,202051.97124463486
1731,172952.86621564033
2639,131334.1513103417
2071,111229.01205693922
1267,148045.65461151244
1851,181837.60018598827
567,177026.38388808392
2439,196056.3536322086
1898,157932.19353283462
647,167912.3409868616
2256,204226.11252650822
979,119471.0225725506
1444,202450.910161432
2485,146743.21510215907
157,148528.82503875365
88,148176.51134315968
2003,125514.86824305006
186,157649.5708631363
1425,208463.2170548741
2695,137943.877724926
738,135674.62215868474
395,158017.71864083785
1353,153908.38631256472
1878,157499.28752090616
390,168419.0952906262
1456,210379.9617256713
1103,237937.5242624879
1387,137690.3201980915
2070,163375.69147484034
1199,172618.19329362246
2479,182132.34888186114
501,243291.0781895679
2362,122358.88239521912
1718,191862.2592573023
2188,112978.57386465804
1483,174500.71873902448
2557,131704.63729980474
437,260963.45161728055
2224,194050.08626062667
1628,177921.05447808825
397,156426.16885428783
587,193572.81112319668
971,144857.84372032236
2611,162032.53429875843
1887,121643.28865943612
2399,254829.09151806374
2148,192987.54256209655
304,133305.28392392604
1997,143382.42690768227
2817,149952.00056566636
1431,196096.93331668896
427,244024.13685189316
263,149463.8137594323
598,181769.40171291734
2895,206532.18352241846
687,144364.09551626552
1822,150904.04993198082
2191,130361.01075514586
179,128953.87454022298
1009,202246.22188356004
2010,134959.56749465462
1991,144963.01596549572
1411,171498.44324447413
1721,201608.99270633853
1144,187066.27444079492
593,192149.8090940543
575,244000.9920108449
1249,180251.04835785195
1604,148851.99943740765
1064,281010.6814790779
1923,165708.5092118932
1988,120268.24827029742
2325,183188.36676318134
114,190912.71701614436
2700,170423.40018661183
217,140329.12670420957
343,182740.4711722982
386,201846.74730166723
2005,130356.65661306323
2908,140079.16893797927
1814,206801.94545491078
2446,311880.7574522178
208,150621.57862427447
1679,141014.48883265056
822,239215.80911673137
6,193096.62521325023
1781,254180.32644883578
2397,230461.14034729014
2340,230707.32155709137
1618,176675.68443648584
2843,149523.434799982
1061,254317.76653945202
2786,155582.2208940873
1935,148559.38910746604
1341,140279.487701593
521,220287.7081017881
2136,163740.5036299639
996,195844.44828440645
